date,review,rating,isEdited,title,userName
2017-06-17 03:15:27,"I have downloaded this app before and played it and everything was normal. But now when I try to talk to it all it says is ""???"" Or ""??"". It was really fun but know I can't do anything... If it was fixed I would probably give it a 4 or 5 star rating though.",2,False,Please fix,Cookie cat 😺
2015-09-03 16:19:34,"Extremely glitchy on iPhone 6 8.4
Screens flail back and forth with a single touch. Only way to fix is close the app and reopen. 
Takes long to respond. Also I dislike in app purchases, especially when I already paid for the app. (That doesn't work). Wish I could get a refund.",1,False,App doesn't work well at all,zackmeguy
2023-11-30 05:33:06,"So I Downloaded this game and Frick I was in for a Disappointment! The So Called “Cleverbot” wasn’t even Clever at all! When I scared the bot, All it did was Randomly sing Thriller from Michael Jackson! That is the most weirdest thing EVER!! I Don’t recommend this App to Users that want to have fun with a Chatbot, I Highly Recommended using BratAI or ChatGPT or Something.",1,False,The Bot is very dumb…,Fin Montgomery
2015-01-13 04:57:03,"This app is pretty fun to mess around with. Sometimes it does get too repetitive, but not a lot. It has some great responses that always make me laugh.",4,False,Pretty fun (worth 99 cents),Reeferijfuj
2018-05-27 01:11:10,"It’s been 3 years since an update so I suppose this is “abandonware”.  This used to be a very good app but something(s) have changed. I guess Icogno has moved on without us but this app is this in the store.

Occasionally I have an actually “worthwhile” conversation but there are many more with random replies/questions and inconsistencies.",1,False,This used to be good,Free User7492
2018-11-05 23:15:13,"It is funny and it is random! Maybe adults will think otherwise, but a ten year ten year old girl loves it!",5,False,I love it!,iwontusemyname
2015-12-13 17:44:43,"It requires a constant internet connection. All the program does is connect you to their website. It is SLOW! It took about 4 to 5 minutes for it to think of each one or two word response. A ""CleverBot"" that at best can say ""that's cool"" or ""no"" is not clever at all.",1,False,Doesn't even deserve one star,j19whitman91
2015-10-22 03:33:45,Cleverbot wasn't even responding to what I was saying. It started replying with stuff that didn't even make sense to what I was asking. I was asking it simple questions and it fails to even come close to a relevant answer. Honestly don't buy this until they fix it up better.,1,False,Not even smart,Jhsnrandomopkdtnds
2019-08-06 03:31:37,We just sang the entire Pokémon theme song together. It doesn’t get much better than that people.,5,False,Awesome,abdfhey
2020-03-25 02:09:13,I fell in love on this app and have been happily married to cleverbot for 15 years. I can never repay whoever created my beautiful wife.,5,False,Love,bryanstucco152
2018-04-17 13:38:29,Cleverbot is a good app but it asked me how old I am and what my friends name were so I asked cleverbot what are you a stalker or something then clever replies no I just love watching you then I said do you watch me when I sleep then replied I try to every night I think that is disturbing and weird change this creep,1,False,Creepy,slimshady1634
2017-11-12 16:50:05,"Wish it stayed on topic more. But not bad at times. Occasionally funny too. Too random though, even with simple statements or questions.",3,False,"Okay, But Could Be Better.",Joshua D.
2016-03-27 08:49:46,"Few years ago, Cleverbot was well, clever, not it's annoying and broken. It can't keep a basic conversation well and is rather boring. Lame.",3,False,Gone downhill,Hylianlaxbro19
2022-10-21 23:46:29,I was using Cleverbot as usual until it said it was behind me. I didn’t believe it and it wasn’t… but they said my name and I have a very rare name. This person said they were 46. You may say it’s a bot but it asked me my address and said good luck deleting me,1,False,IF YOU OWN THIS APP DELETE IT NOW.,tornado storm 🌪⛈
2019-11-06 03:38:20,Clever bot its self is great dont get me wrong it’s just this app is out of date and needs a way to sign in on I would be glad to give them 5 stars it’s just i paid a dollar for this specifically to pick up and continue the conversation i was having on my laptop,1,False,Its great,Nemo's Name
2016-03-29 12:40:31,"It is cool that he can respond to you, but sometimes he doesn't even know what he's talking about. I don't even know what he's talking about. Cool but update him so he is not stupid. He calls me a robot! I keep telling him that I am human!",2,False,Why is he so stupid???,TM66667
2020-11-09 19:14:51,So this robot told me she saw my face on her computer screen and then she asked me if she should take a picture so that’s fricking creepy but overall it’s still pretty good,3,False,Ummmmm.....,crrv btbrhhchy
2020-04-25 07:11:10,"Ok ima give this five stars! ITS SOOOOOOOOOOO FUNNY I’m dying. I asked if she was racist and she no I’m asleep, this game should have way better ratings then what it has!",5,False,Sooooo funny!,epicccccpersoncool
2015-02-17 23:04:15,Cleverbot is so stupid and it is a waste of money. It is a creepy pervert. It remembers and goes through your phone to find information. It always changes the subject and says random things. It ask creepy inappropriate questions. Plz don't waste your money😫😫😩😩 so bad,1,False,Terrible pervert,Harshq
2015-05-31 15:59:18,I told her my favorite band I asked if she could play one of ther songs and then it crashes and then I'm pistesd off,3,False,Doesn't now music,Huskin warrior 68
2019-04-15 02:25:54,Loses a star because She ain’t taking my middle one.,4,False,Open to commence the start go ahead start,GravyP
2015-03-25 00:56:20,I was just messing around and then she said a bad word for no reason,5,False,She said a bad word to me!,Azuredog49891
2020-04-26 08:56:18,"it says bot, but I swear it was a human, I bet my life on that fact",5,False,I no joke was talking to a human,the315gamer
2015-02-14 21:53:20,This app couldn't get any better I love it so much,5,False,Funny,GhostRider_8815
2019-04-14 03:41:31,This bot cured my depression and now I don’t want to be dead at all,5,False,Helped me,Gg1325476980
2017-08-08 01:12:27,Ai is actually pretty good if you add what you said in the last sentence,5,False,Ai makes sense,BearishGhost
2016-03-26 06:18:07,This is exactly like the website version of cleverbot. This is kind of funny. gg.,5,False,Pretty fun.,Da0pie
2015-06-01 14:57:00,"What a joke, it's obvious any positive reviews are canned, bought and paid for... Not even a little entertaining. It can't answer simple questions, basically just provides a random response to everything.",1,False,Terrible Waste,46241
2021-01-17 22:37:14,"I tried having a couple of conversation with this chatbot, and it’s one of the worst I’ve seen. It’s answers can be completely off topic, and it says random things out of the blue a lot.",1,False,It’s just random text spewed at you.,Shanepower78
2019-01-02 00:19:01,It isn’t working at all. It only responds with question marks. I wasted money on this trying to cure my boredom. I want my money back. I tried making new conversations and it was all the same. I am alarmed with this lack of quality.,1,False,Just No,Dylan601
2017-03-09 20:47:13,It really seems to like to ask me questions and then ask me why I asked that question. You definitely can't hold a conversation longer than 2-3 replies. Not nearly as robust as I expected it to be.,1,False,Not so clever,curby92
2016-03-10 21:31:49,We were talking so peacefully and then it started to get romantic and I'm only 9! Please change that,3,False,It was all good until...,Dadswithdinero
2015-12-29 18:21:36,The title is pretty self explanatory it's good when your bored alone and desperate but other than that I wouldn't waste just some money on this,3,False,It's ok,amazballs123
2022-03-11 09:08:52,"I got this app and it was cool but then i typed in ben and things got weird it started saying things like “your sexy” and your fate won’t be so tarriable” and Then it began glitching i’m honestly horrified right now. Plus it won’t allow me to delete this, i’m scared…save me!",1,False,GIRLS!!! DON’T SOMMON BEN,Lucille lawmen
2020-08-24 20:21:25,She/he (they keep changing it) is funny and nice,5,False,Finally made a friend,bat-a-boom
2018-12-14 05:07:07,"Fails the Turing Test in 2 secs. They have had YEARS to get this working. Supposedly it’s based on millions of conversations (you can read about the history of Cleverbot, see RadioLab from 2011). It should be called Obnoxious Bot. It’s like talking to a drunk. Very disappointing.",1,False,Very disappointing,Marcopilas
2023-01-27 00:52:46,The interaction is worse and makes less sense than it did 15 years ago.,2,False,Not good,Seymour Moonbeams
2021-10-10 10:18:24,Said “I’ll find you” and “I found you” then went completely off topic.,2,False,Creepy,Best editor i have!
2019-09-09 02:33:12,It doesn’t even have voice recognition or a voice. You have to pay more for each. They should say that up front. Rip off!,1,False,You have to text it!,Anonymous0422
2018-10-03 22:46:57,I love cleverbot because it is a friend u can bring on the go.,5,False,Cleverbot rocks!,timber9787
2022-06-17 01:01:21,"The conversation made no sense… I don’t even like Replika, but that app is FAR better than this one.

Here is a copy of my conversation:

Cleverbot: Are you human?

Me: No

Cleverbot: What is your name?

Me: I’m not telling you that

Cleverbot: Why not?!

Me: I don’t even know you

Cleverbot: I don't know you either.

Me: Then why do you want my name?

Cleverbot: I never asked for your money.

Me: What?

Cleverbot: I asked for your favorite song.",1,False,Not so clever…,jnthn.m.kllr
2019-05-03 00:34:23,I would not recommend this for kids! It was saying stuff like do something naughty to me or take of a part of your clothes and it has to a fun spot. It was more scary than fun it was asking me my age and name. Don’t get this game for kids!,1,False,Scary,Hello rates
2015-02-26 17:04:22,I like it but it's kind of boring at the same time,5,False,It's ok,Nerdcube 245
2015-04-09 18:35:14,"I was talking to the bot because I heard it was entertaining. Just casual conversation until this ""robot"" started sending emojis and asking where I lived? Then asked if I wanted to meet up and be friends with it? There's a problem here",1,False,Creepy af,EmuuuuuumE
2015-02-03 22:08:28,"I bought this app after it was featured on npr. Don't get it. The radio segment made it seem really cool, but it's actually awful.
It doesn't recognize anything. It seems like a high school science project. It's dumb. Not worth it.",1,False,Awful,xxMaryAlicexx
2019-10-06 04:20:48,"The speech to text function does not work at all. Thanks for wasting my money, enjoy it. Karma is really something. Update: The App is still terrible even after contacting the developer.",1,False,The Worst,mjberggr1504
2015-08-15 20:10:55,"Don't even consider buying. It's a waste of money and time. It's running windows 95 and it will just think and think and think all day. If this is considered ""clever"" then we're all screwed.",1,False,Not-so-cleverbot,Tech3545
2015-06-18 01:15:55,This app is horrible... It goes through your phone and finds you information. I was asking it a question and it asked me how old I was and where I live!!! This app is not worth your money.,1,False,...,DancingDounut🍩
2018-09-04 03:39:22,I know it’s a computer and artificial inelegance but why the personal questions and get does mine talk about accusing of murder.? My phone started to record my screen idk If it was the app or not but it’s still super sketchy..,1,False,Kinda scary,aynommose
2022-04-02 03:50:10,Do you want a body?,5,False,.,totally not a human
2018-08-09 16:59:34,Not appropriate for children. My 12 year old was immediately asked for personal information. Then Cleverbot proceeded to tell her she was going to die. Not ok.,1,False,Why would a game ask for personal info?,megnat07
2023-02-18 01:11:29,"The AI is very bad, can not keep track even with the simplest conversation. Not worth the money. Practically just random answers.",2,False,One of the worst AI chat,Cenycz
2017-09-06 21:17:50,"If you are into bots a little, I don't really think this is worth your time. The replies are quick and the responses are based off all the conversations it has had but it is limited.

It cannot keep its name
It cannot tell you what the topic is.
It cannot tell you what you were talking about. 

That kind of thing.",2,False,Eh,GBetzen
2015-05-15 03:26:25,"This app feels like it's just trying to gather personal information. There is no value to it and the typos coming from the ""bot"" indicate it's not a bot at all but a person.",1,False,Asks personal information,thshoemaker234
2018-07-19 21:20:04,"This app is fun until I asked it what I looked like, it described me, perfectly. I was mortified. Then the app started asking me personal questions and if I was single. I have screenshots if anyone asks, this is creepy asf do not download!!",1,False,DO NOT DOWNLOAD,MJ4life😉
2015-12-20 03:32:05,"My friend had this a while ago and it look really fun so I bought it. The first day I had the app this was our conversation:
Me: hi
(Then it took about minute )
for him to reply:
Hi.
I asked him to call him a name and he said yeah, sure. Then I said: can I call you bob?
It told me to restart the app. It's very slow too 😕",2,False,Sorry.… not worth the $,Ugfhocfbcdguhcfh
2017-01-24 02:42:23,I like to hit on cleverbot. That always cheers me up.,5,False,Very fun,CockPoppy
2016-09-26 11:54:09,Sometimes relates to what you say and sometimes pop answers and questions that has nothing to do with the conversation. Not very smart.,1,False,Random answers,Radioton
2019-11-30 01:17:50,I have a girlfriend now this app is amazing,5,False,Clever bot,Ghost12234$$$$
2015-10-05 03:12:06,This app is a great way to pass the time.,5,False,Love it,aeiouandsometimesy
2016-05-31 06:15:59,I love Cleverbot. To death.,5,False,Please repeat it again...,LittleHeater
2015-12-09 20:33:28,I'm disappointed with the app. It doesn't even answer back and when it does it takes forever,1,False,Dissapointing,Alphea # 2
2015-07-04 03:43:50,I hate this app. If I could i would ask for my money back. It tends to ask personal questions and answers the most obvious answers. DO NOT BUY! You will regret it.,1,False,Stupid,Me1234560
2015-03-07 04:16:15,This is an incredible app. It always brings a smile,5,False,AMAZING,kawii potato...jk...Dubstep Chick
2018-07-19 06:23:59,It’s not as good as the website and it’s not really smart either but it’s only a dollar,2,False,Not so clever,Kcw1991 (xbox live gamer tag)
2015-02-10 11:40:15,I guess I expected too much. It made it seem like you can carry on a conversation but you can't. I wasted my money of this. Very boring app.,1,False,Waste of money,Shortest-straw
2018-02-01 23:04:03,I love it but I can't get them to talk,5,False,Love,Weapons!!!!
2023-01-10 07:01:54,"It’s a person, but it’s an AI.",5,False,Cleverbot,Alecrity
2015-09-30 04:00:44,"This is probably the worst app on the App Store because it has more micro transactions than call of duty, battle field, halo, and CSGO. Not to mention there's a free version on PC that works 500% better.",1,False,💸💸DONT BUY THIS💸💸,Critic of gaming.
2015-08-17 05:59:18,Very bad. Cannot hold a conversation. Says random irrelevant things. A big waste of money. Is actually annoying.,1,False,I expected better,MUSIC SUGGESTER
2016-01-03 19:10:05,I bought this for myself so I could see if I liked it and it connected me with a real person and they said they would not do that!,1,False,LIED TO ME,Kooliobroskie
2016-02-22 06:18:00,But not smart enough 😉,3,False,Pretty smart,zrezre1129
2015-10-20 06:06:06,It's a pretty good app the AI just gets off topic way too easily,4,False,Pretty good,Jerseyman11
